latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,vpd,tmmx_C,pr,wind_speed,wind_direction,
34.09592,-117.53522,312.34,0.62,0.54,1/17/2018,900,N,VIIRS,n,2,278.16,2.42,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.60772,-117.33585,307.22,0.63,0.72,1/17/2018,1040,N,VIIRS,n,2,278.76,1.79,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.39933,-118.83872,341.16,0.57,0.52,1/17/2018,2019,N,VIIRS,n,2,297.34,10.67,D,0,1.0215935,21.518127,2.3923078,3.1217034,176.84616,
34.62181,-117.10178,316.39,0.44,0.38,1/17/2021,950,N,VIIRS,n,2,284.57,2.37,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.15312,-118.19275,312.02,0.54,0.42,1/17/2023,1004,N,VIIRS,n,2,276.45,1.61,N,2,1.0561813,23.195343,2.454945,2.4376373,186.12637,
34.33458,-118.52045,307.21,0.39,0.44,1/17/2024,919,N,VIIRS,n,2,277.99,0.92,N,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
34.31861,-117.83955,353.69,0.45,0.39,1/17/2024,2039,N,VIIRS,n,2,285.56,16.34,D,0,0.993489,15.942596,4.039835,4.621703,194.32143,
34.43113,-118.64257,309.12,0.45,0.39,1/17/2025,957,N,VIIRS,n,2,274.21,1.78,N,2,1.1335714,23.251923,2.337912,3.3513737,170.9066,
33.85332,-118.33077,301.77,0.42,0.37,1/18/2015,938,N,VIIRS,n,2,288.75,2.02,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.09497,-117.52769,300.56,0.43,0.62,1/18/2016,1030,N,VIIRS,n,2,268.9,1.09,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09303,-117.53395,322.85,0.44,0.39,1/18/2017,925,N,VIIRS,n,2,279.56,2.99,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
33.6132,-117.82169,309.24,0.45,0.39,1/18/2017,926,N,VIIRS,n,2,280.59,0.83,N,2,0.73818684,20.778564,1.7054945,2.7414834,208.01099,
34.09402,-117.53411,329.53,0.4,0.37,1/18/2017,2044,N,VIIRS,n,2,284.97,1.84,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.6079,-117.33688,301.88,0.35,0.57,1/18/2018,1021,N,VIIRS,n,2,271.54,1.21,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.85134,-118.33305,297.06,0.33,0.55,1/18/2018,1022,N,VIIRS,n,2,285.63,0.98,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.09529,-117.53321,327.57,0.45,0.63,1/18/2018,2000,N,VIIRS,n,2,289.59,2.42,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.6217,-117.0985,307.13,0.38,0.36,1/18/2019,938,N,VIIRS,n,2,279.15,1.22,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.82019,-118.24428,298.92,0.43,0.62,1/18/2020,853,N,VIIRS,n,2,283.79,1.33,N,2,0.7206044,21.610718,1.5906594,2.3010988,216.10165,
33.81773,-118.24284,295.85,0.48,0.65,1/18/2020,1033,N,VIIRS,n,2,282.76,1.27,N,2,0.7206044,21.610718,1.5906594,2.3010988,216.10165,
34.33495,-118.52036,322.22,0.43,0.38,1/18/2021,931,N,VIIRS,n,2,284.65,2.43,N,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
33.71456,-117.71092,307.02,0.39,0.36,1/18/2023,945,N,VIIRS,n,2,277.79,0.98,N,0,0.81826925,21.389008,2.1343408,3.098901,198.63461,
34.60904,-117.33936,298.09,0.61,0.54,1/18/2024,900,N,VIIRS,n,2,276.38,1.48,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.60672,-117.33589,295.65,0.63,0.72,1/18/2024,1040,N,VIIRS,n,2,272.15,0.9,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.37805,-117.67847,348.77,0.49,0.49,1/18/2024,2020,N,VIIRS,n,2,301.8,26.89,D,0,0.96956044,14.422272,2.7423077,4.431044,195.1099,
34.42995,-118.64513,316.4,0.39,0.36,1/18/2025,938,N,VIIRS,n,2,275.82,1.57,N,2,1.1335714,23.251923,2.337912,3.3513737,170.9066,
33.61365,-117.8233,307.59,0.38,0.36,1/18/2025,939,N,VIIRS,n,2,279.84,1.06,N,0,0.55173075,19.096436,1.5321429,2.6546702,208.01099,
34.3359,-118.51919,327.1,0.39,0.36,1/18/2025,2058,N,VIIRS,n,2,293.8,1.34,D,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
34.09322,-117.53074,324.15,0.41,0.45,1/19/2015,919,N,VIIRS,n,2,281.85,2.71,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
33.81938,-118.24459,298.8,0.45,0.47,1/19/2015,920,N,VIIRS,n,2,286.51,1.84,N,2,0.7206044,21.610718,1.5906594,2.3010988,216.10165,
34.09458,-117.52898,330.8,0.51,0.41,1/19/2015,2039,N,VIIRS,n,2,299.58,2.86,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09246,-117.53082,296.21,0.48,0.48,1/19/2016,1011,N,VIIRS,n,2,278.57,1.3,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09412,-117.5335,318.21,0.39,0.44,1/19/2018,1003,N,VIIRS,n,2,281.34,2.34,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09424,-117.52863,318.23,0.51,0.41,1/19/2019,919,N,VIIRS,n,2,278.51,2.66,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09448,-117.53081,335.43,0.44,0.38,1/19/2019,2038,N,VIIRS,n,2,299.04,3.35,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.60749,-117.3363,298.92,0.57,0.52,1/19/2020,1014,N,VIIRS,n,2,273.64,1.4,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.85387,-118.33296,303.46,0.52,0.5,1/19/2020,1015,N,VIIRS,n,2,287.71,2.05,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.33454,-118.52169,310.07,0.47,0.48,1/19/2021,912,N,VIIRS,n,2,275.97,2.4,N,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
34.60846,-117.3338,303.48,0.48,0.48,1/19/2022,1009,N,VIIRS,n,2,277.02,2.07,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.33407,-118.52257,298.99,0.49,0.4,1/19/2023,926,N,VIIRS,n,2,274.27,1,N,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
34.15271,-118.19342,307.66,0.47,0.4,1/19/2023,927,N,VIIRS,n,2,277.24,1.41,N,2,1.0561813,23.195343,2.454945,2.4376373,186.12637,
33.85149,-118.3349,296.54,0.55,0.43,1/19/2025,920,N,VIIRS,n,2,283.41,2.16,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.15293,-118.19328,326.43,0.46,0.39,1/19/2025,2039,N,VIIRS,n,2,295.16,2.7,D,2,1.0561813,23.195343,2.454945,2.4376373,186.12637,
33.85234,-118.33357,301.54,0.42,0.37,1/2/2015,939,N,VIIRS,n,2,283.79,1.43,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
33.77726,-118.23704,295.27,0.41,0.6,1/2/2016,1030,N,VIIRS,n,2,281.84,1.25,N,2,0.74436814,21.822815,1.4532967,2.418956,216.10165,
34.33484,-118.51925,322.29,0.39,0.36,1/2/2019,938,N,VIIRS,n,2,274.64,1.68,N,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
34.334,-118.519,330.22,0.39,0.36,1/2/2019,2057,N,VIIRS,n,2,293.3,2.44,D,0,1.004478,21.653564,2.6324177,3.3162088,194.5467,
33.77762,-118.22819,297.45,0.42,0.61,1/2/2020,853,N,VIIRS,n,2,283.34,1.14,N,0,0.74436814,21.822815,1.4532967,2.418956,216.10165,
34.33612,-118.51879,307.59,0.46,0.63,1/2/2020,1033,N,VIIRS,n,2,280.58,0.76,N,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
33.854,-118.33096,299.51,0.42,0.38,1/2/2021,931,N,VIIRS,n,2,285.5,2.29,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
33.85441,-118.33359,298.93,0.52,0.67,1/2/2022,848,N,VIIRS,n,2,282.79,1.42,N,0,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.60601,-117.33498,307.82,0.43,0.62,1/2/2022,1028,N,VIIRS,n,2,269.84,1.46,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.8515,-118.33088,302.07,0.4,0.6,1/2/2022,1029,N,VIIRS,n,2,282.41,1.66,N,0,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.62112,-117.10129,305.98,0.4,0.37,1/2/2023,945,N,VIIRS,n,2,274.64,1.4,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.81857,-118.24523,301.63,0.34,0.56,1/2/2024,900,N,VIIRS,n,2,285.45,1.21,N,2,0.7206044,21.610718,1.5906594,2.3010988,216.10165,
34.6054,-117.33505,298.97,0.63,0.72,1/2/2024,1040,N,VIIRS,n,2,273.31,1.3,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.81898,-118.24501,295.39,0.59,0.7,1/2/2024,1041,N,VIIRS,n,2,282.96,1.85,N,2,0.7206044,21.610718,1.5906594,2.3010988,216.10165,
34.29242,-118.80399,303.19,0.39,0.36,1/2/2025,938,N,VIIRS,n,2,271.97,1.23,N,0,0.8606044,21.211548,2.2247252,3.1618133,176.43681,
34.09362,-117.5344,323.92,0.38,0.59,1/20/2015,900,N,VIIRS,n,2,282.73,3.5,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
33.7174,-117.70973,295.35,0.39,0.59,1/20/2015,901,N,VIIRS,n,2,282.26,0.43,N,2,0.81826925,21.389008,2.1343408,3.098901,198.63461,
34.09383,-117.53648,295.89,0.53,0.67,1/20/2015,1041,N,VIIRS,n,2,279.78,1.76,N,2,1.1181319,24.10962,1.8876374,2.9648352,208.9945,
34.62318,-117.10155,310.67,0.44,0.38,1/20/2016,952,N,VIIRS,n,2,280.82,1.4,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.09249,-117.53112,338.95,0.5,0.41,1/20/2016,2111,N,VIIRS,n,2,297.44,4.92,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
33.77795,-118.22929,297.48,0.39,0.36,1/20/2018,944,N,VIIRS,n,2,282.66,0.84,N,2,0.74436814,21.822815,1.4532967,2.418956,216.10165,
34.3359,-118.51759,325.69,0.41,0.37,1/20/2018,2103,N,VIIRS,n,2,286.72,1.26,D,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
33.81319,-118.23943,295.25,0.34,0.56,1/20/2019,900,N,VIIRS,n,2,283.38,0.93,N,0,0.7206044,21.610718,1.5906594,2.3010988,216.10165,
33.85313,-118.33359,307.01,0.43,0.62,1/20/2021,853,N,VIIRS,n,2,286.89,1.42,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.07982,-117.49898,295.12,0.53,0.67,1/20/2021,1033,N,VIIRS,n,2,280.16,0.53,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
33.85333,-118.3308,302.75,0.48,0.65,1/20/2021,1034,N,VIIRS,n,2,286.41,1.27,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.62051,-117.09927,305,0.44,0.38,1/20/2022,950,N,VIIRS,n,2,280.37,1.92,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.33371,-118.51848,320.31,0.4,0.37,1/20/2022,951,N,VIIRS,n,2,280.45,1.18,N,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
33.85553,-118.33457,296.75,0.56,0.52,1/20/2023,908,N,VIIRS,n,2,282.41,1.17,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
33.85134,-118.33139,296.45,0.71,0.75,1/20/2023,1048,N,VIIRS,n,2,280.7,1.59,N,0,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.60828,-117.33762,301.98,0.6,0.53,1/20/2025,901,N,VIIRS,n,2,274.78,2.1,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.09507,-117.52863,300.09,0.58,0.52,1/21/2015,1022,N,VIIRS,n,2,281.5,1.46,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09352,-117.53462,330.54,0.55,0.68,1/21/2015,2001,N,VIIRS,n,2,295.72,4.71,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09631,-117.53436,329.96,0.37,0.58,1/21/2015,2141,N,VIIRS,n,2,296.51,2.31,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.71086,-117.94947,340.84,0.35,0.57,1/21/2015,2142,N,VIIRS,n,2,296.34,6.42,D,0,1.6021428,24.294525,0.6879121,4.403022,192.04121,
34.09343,-117.53053,333.15,0.4,0.37,1/21/2016,933,N,VIIRS,n,2,281.49,2.61,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09129,-117.52856,316.45,0.48,0.48,1/21/2017,1009,N,VIIRS,n,2,276.69,0.95,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09441,-117.52934,323.33,0.44,0.39,1/21/2018,925,N,VIIRS,n,2,276.74,1.89,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.33375,-118.52071,305.97,0.62,0.54,1/21/2019,1022,N,VIIRS,n,2,278.48,1.6,N,0,1.004478,21.653564,2.6324177,3.3162088,194.5467,
34.22809,-118.06444,346.41,0.39,0.36,1/21/2020,2056,N,VIIRS,n,2,279.35,6.23,D,0,1.112912,18.105225,3.9865384,2.564011,187.47253,
33.85291,-118.33398,299.74,0.79,0.78,1/21/2021,834,N,VIIRS,n,2,284.88,1.3,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.62103,-117.10262,301.39,0.59,0.53,1/21/2021,1015,N,VIIRS,n,2,277.64,2.2,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.8525,-118.33283,304.4,0.42,0.38,1/21/2022,932,N,VIIRS,n,2,288.11,1.99,N,0,0.70722526,21.214294,1.7609891,2.31511,224.31044,
33.85288,-118.33613,298.18,0.53,0.67,1/21/2023,849,N,VIIRS,n,2,282.5,1.61,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
33.85271,-118.33229,304.59,0.39,0.6,1/21/2023,1029,N,VIIRS,n,2,285.49,1.21,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.60622,-117.33688,312.65,0.36,0.57,1/21/2025,1022,N,VIIRS,n,2,271,1.78,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.85308,-118.33113,305.06,0.46,0.39,1/22/2015,1003,N,VIIRS,n,2,288.94,1.91,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.09192,-117.53115,314.87,0.41,0.45,1/22/2016,914,N,VIIRS,n,2,273.6,1.57,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09333,-117.53018,296.65,0.77,0.77,1/22/2018,1046,N,VIIRS,n,2,273.4,1.53,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09556,-117.53414,326.38,0.41,0.45,1/22/2018,2025,N,VIIRS,n,2,295.19,2.11,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09241,-117.53172,333.51,0.4,0.44,1/22/2019,1003,N,VIIRS,n,2,278.41,4.22,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.60741,-117.33533,303.55,0.52,0.42,1/22/2020,918,N,VIIRS,n,2,278.98,1.29,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.23239,-118.07106,344.99,0.47,0.39,1/22/2020,2037,N,VIIRS,n,2,285.37,10.98,D,0,1.112912,18.105225,3.9865384,2.564011,187.47253,
34.62209,-117.10022,309.66,0.51,0.41,1/22/2021,956,N,VIIRS,n,2,278.31,1.65,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.60724,-117.33695,304.8,0.41,0.45,1/22/2022,913,N,VIIRS,n,2,279.19,1.34,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.15126,-118.191,297.45,0.44,0.46,1/22/2023,1010,N,VIIRS,n,2,277.47,1.39,N,2,1.0561813,23.195343,2.454945,2.4376373,186.12637,
34.53948,-118.57397,352.01,0.44,0.46,1/22/2025,2123,N,VIIRS,n,2,311.85,297.85,D,0,1.1633791,21.501099,2.5381868,3.6027472,175.51099,
34.09514,-117.53148,339.11,0.38,0.36,1/23/2015,944,N,VIIRS,n,2,282.31,2.76,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
33.8533,-118.33106,305.53,0.39,0.36,1/23/2015,945,N,VIIRS,n,2,289.36,0.99,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
33.71545,-117.71198,326.83,0.39,0.36,1/23/2015,2103,N,VIIRS,n,2,299.02,0.74,D,0,0.81826925,21.389008,2.1343408,3.098901,198.63461,
34.09292,-117.52953,333.97,0.39,0.37,1/23/2015,2104,N,VIIRS,n,2,298.38,3.2,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09177,-117.52828,302.51,0.47,0.64,1/23/2018,847,N,VIIRS,n,2,277.37,1.76,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09214,-117.53452,314.94,0.43,0.62,1/23/2018,1028,N,VIIRS,n,2,277.39,2.47,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09273,-117.53388,327.63,0.37,0.58,1/23/2018,2007,N,VIIRS,n,2,296.84,2.58,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09241,-117.52868,327.4,0.4,0.37,1/23/2019,944,N,VIIRS,n,2,278.37,2.2,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.3338,-118.51958,326.13,0.41,0.37,1/23/2019,2103,N,VIIRS,n,2,296.56,1.88,D,0,1.004478,21.653564,2.6324177,3.3162088,194.5467,
34.60798,-117.33374,295.19,0.62,0.54,1/23/2020,859,N,VIIRS,n,2,276.64,2.06,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.60872,-117.33427,305.09,0.62,0.72,1/23/2020,1039,N,VIIRS,n,2,276.28,2.17,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.85221,-118.33035,299.09,0.58,0.7,1/23/2020,1040,N,VIIRS,n,2,284.73,1.62,N,0,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.62201,-117.10071,311.03,0.38,0.36,1/23/2021,937,N,VIIRS,n,2,278.28,1.61,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.81335,-118.24072,298.18,0.42,0.61,1/23/2022,854,N,VIIRS,n,2,286.98,1.49,N,0,0.7206044,21.610718,1.5906594,2.3010988,216.10165,
34.6058,-117.33642,303.7,0.52,0.67,1/23/2022,1034,N,VIIRS,n,2,275.19,2.2,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.60793,-117.33472,305.17,0.43,0.38,1/23/2023,951,N,VIIRS,n,2,272.28,1.45,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.85392,-118.33408,299.62,0.41,0.37,1/23/2023,952,N,VIIRS,n,2,285.03,1.98,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
33.91432,-118.41056,297.94,0.39,0.36,1/23/2025,945,N,VIIRS,n,2,287.41,1.35,N,0,0.5683516,20.003845,1.8324176,2.3184066,194.12088,
34.56754,-118.61988,333.77,0.41,0.37,1/23/2025,2104,N,VIIRS,l,2,304.23,6.8,D,0,1.1475275,21.354675,2.4777472,3.4505494,174.04121,
34.09465,-117.5301,318.56,0.52,0.41,1/24/2015,926,N,VIIRS,n,2,286.01,1.87,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09438,-117.53098,329.47,0.44,0.39,1/24/2015,2045,N,VIIRS,n,2,299.12,1.99,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
33.77577,-118.23163,295.57,0.78,0.78,1/24/2016,836,N,VIIRS,n,2,281.66,1.57,N,2,0.74436814,21.822815,1.4532967,2.418956,216.10165,
34.62103,-117.10265,298.28,0.6,0.53,1/24/2016,1017,N,VIIRS,n,2,275.03,1.79,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.09431,-117.53231,322.81,0.41,0.45,1/24/2017,913,N,VIIRS,n,2,276.99,1.92,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.0937,-117.53526,323.33,0.48,0.48,1/24/2018,1009,N,VIIRS,n,2,279.04,2.83,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.60751,-117.33707,307.52,0.44,0.38,1/24/2019,925,N,VIIRS,n,2,276.34,1.53,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.33598,-118.52095,330.71,0.42,0.38,1/24/2019,2044,N,VIIRS,n,2,292.1,1.29,D,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
33.7759,-118.23203,296.4,0.64,0.72,1/24/2020,840,N,VIIRS,n,2,283.46,1.49,N,2,0.74436814,21.822815,1.4532967,2.418956,216.10165,
34.33397,-118.51768,299.88,0.61,0.53,1/24/2020,1021,N,VIIRS,n,2,276.65,1.79,N,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
33.64941,-117.40554,367,0.46,0.63,1/24/2020,2000,N,VIIRS,h,2,294.93,16.86,D,0,0.92304945,19.730774,2.233791,3.1445055,198.57143,
33.64579,-117.40457,328.51,0.46,0.63,1/24/2020,2140,N,VIIRS,n,2,295.13,5.59,D,0,0.92304945,19.730774,2.233791,3.1445055,198.57143,
34.42963,-118.64333,302.41,0.4,0.44,1/24/2021,918,N,VIIRS,n,2,274.01,0.92,N,2,1.1335714,23.251923,2.337912,3.3513737,170.9066,
33.85427,-118.33539,298.29,0.79,0.78,1/24/2022,835,N,VIIRS,n,2,284.66,1.47,N,0,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.62102,-117.10152,301.19,0.59,0.53,1/24/2022,1015,N,VIIRS,n,2,276.78,1.72,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.81997,-118.24348,297.36,0.54,0.5,1/24/2022,1016,N,VIIRS,n,2,285.35,1.45,N,2,0.7206044,21.610718,1.5906594,2.3010988,216.10165,
33.8519,-118.33427,301.58,0.42,0.38,1/24/2023,933,N,VIIRS,n,2,284.28,1.72,N,0,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.39207,-117.71469,330.06,0.38,0.36,1/24/2023,2052,N,VIIRS,n,2,281.99,5.45,D,0,1.0588187,15.027191,2.3802197,4.645055,195.77197,
33.85416,-118.33421,299.48,0.52,0.67,1/24/2024,848,N,VIIRS,n,2,285.65,0.99,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.33504,-118.52106,303.21,0.38,0.59,1/24/2024,1028,N,VIIRS,n,2,274.41,0.69,N,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
33.82029,-118.24348,302.97,0.46,0.39,1/24/2025,926,N,VIIRS,n,2,287.97,1.78,N,2,0.7206044,21.610718,1.5906594,2.3010988,216.10165,
34.15449,-118.19285,330,0.41,0.37,1/24/2025,2045,N,VIIRS,n,2,299.54,2.01,D,2,1.0561813,23.195343,2.454945,2.4376373,186.12637,
34.00962,-117.63068,338.25,0.63,0.54,1/25/2015,907,N,VIIRS,n,2,295.56,31.58,N,0,1.057555,24.155487,2.015934,2.6975274,197.74176,
34.01215,-117.62939,334.56,0.63,0.72,1/25/2015,1047,N,VIIRS,n,2,287.86,6.92,N,0,1.057555,24.155487,2.015934,2.6975274,197.74176,
34.0117,-117.62444,339.92,0.51,0.49,1/25/2015,2026,N,VIIRS,n,2,299.93,7.34,D,0,1.057555,24.155487,2.015934,2.6975274,197.74176,
34.09348,-117.53134,337.24,0.5,0.41,1/25/2016,958,N,VIIRS,n,2,281.2,4.08,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.0958,-117.5328,314.23,0.38,0.59,1/25/2017,854,N,VIIRS,n,2,275.21,1.96,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.60699,-117.33791,298.89,0.53,0.67,1/25/2017,1034,N,VIIRS,n,2,271.95,1.51,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.10359,-117.23824,329.02,0.57,0.52,1/25/2017,2013,N,VIIRS,n,2,290.78,2.89,D,0,1.1550549,23.95221,2.0593407,3.2892857,208.9945,
34.09279,-117.52954,328.8,0.43,0.38,1/25/2018,950,N,VIIRS,n,2,279.85,2.95,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09476,-117.53459,325.98,0.5,0.41,1/25/2018,2109,N,VIIRS,n,2,291.56,2.17,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09419,-117.53549,322.45,0.5,0.49,1/25/2019,906,N,VIIRS,n,2,280.45,3.11,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
33.61216,-117.82088,296.74,0.51,0.5,1/25/2019,907,N,VIIRS,n,2,281.89,0.6,N,0,0.73818684,20.778564,1.7054945,2.7414834,208.01099,
34.33604,-118.5184,297.26,0.68,0.74,1/25/2019,1046,N,VIIRS,n,2,282.12,0.99,N,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
33.77783,-118.22764,298.71,0.73,0.76,1/25/2019,1047,N,VIIRS,n,2,281.74,1.03,N,2,0.74436814,21.822815,1.4532967,2.418956,216.10165,
34.09276,-117.53537,330.15,0.4,0.45,1/25/2019,2026,N,VIIRS,l,2,301.33,4.12,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.61031,-117.33728,298.04,0.39,0.44,1/25/2020,1002,N,VIIRS,n,2,274.29,1.95,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.77765,-118.2306,299.3,0.34,0.56,1/25/2021,900,N,VIIRS,n,2,280.3,0.59,N,0,0.74436814,21.822815,1.4532967,2.418956,216.10165,
34.02311,-118.02364,326.3,0.47,0.4,1/25/2022,957,N,VIIRS,n,2,281,3.21,N,0,0.9140385,22.87033,1.9623626,2.3653846,184.62912,
33.85302,-118.33302,307.91,0.46,0.47,1/25/2023,914,N,VIIRS,n,2,287.15,1.73,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.28992,-118.80099,301.07,0.59,0.53,1/25/2025,907,N,VIIRS,n,2,274.68,1.28,N,2,0.8606044,21.211548,2.2247252,3.1618133,176.43681,
34.09255,-117.53217,306.19,0.35,0.57,1/26/2015,1028,N,VIIRS,n,2,274.61,1.51,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.62169,-117.10145,319.18,0.38,0.36,1/26/2016,939,N,VIIRS,n,2,280.19,2.26,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.61435,-117.82281,301.06,0.38,0.36,1/26/2016,940,N,VIIRS,n,2,282.56,0.58,N,0,0.73818684,20.778564,1.7054945,2.7414834,208.01099,
34.09239,-117.53313,299.73,0.71,0.75,1/26/2017,835,N,VIIRS,n,2,274.31,2.07,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09647,-117.53478,300.61,0.59,0.53,1/26/2017,1015,N,VIIRS,n,2,275.01,2.53,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
