latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,vpd,tmmx_C,pr,wind_speed,wind_direction,
34.60838,-117.33809,301.5,0.39,0.44,3/2/2016,1004,N,VIIRS,n,2,279.42,1.72,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.09234,-117.53024,321.51,0.52,0.41,3/2/2017,919,N,VIIRS,n,2,283.15,2.8,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09351,-117.53284,335.45,0.44,0.39,3/2/2017,2038,N,VIIRS,l,2,307.47,2.02,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.62066,-117.10134,297.97,0.59,0.53,3/2/2018,1015,N,VIIRS,n,2,276.95,1.53,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.61004,-117.33716,296.16,0.47,0.48,3/2/2020,1008,N,VIIRS,n,2,273.39,2.11,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.85108,-118.33054,297.49,0.43,0.46,3/2/2020,1009,N,VIIRS,n,2,283.71,1.01,N,0,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.60835,-117.33743,309.85,0.44,0.39,3/2/2021,924,N,VIIRS,n,2,277.83,2.1,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.33659,-118.5211,312.54,0.49,0.4,3/2/2021,925,N,VIIRS,n,2,277.43,1.86,N,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
34.18834,-117.32577,345.38,0.4,0.37,3/2/2021,2044,N,VIIRS,n,2,307.65,7.06,D,0,0.99478024,17.936554,4.5173078,3.5076923,208.9945,
33.85298,-118.33442,303.12,0.65,0.73,3/2/2022,841,N,VIIRS,n,2,288.31,1.74,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.6226,-117.10212,305.46,0.36,0.58,3/2/2022,1021,N,VIIRS,n,2,281.41,1.58,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.81803,-118.24362,304.46,0.33,0.55,3/2/2022,1022,N,VIIRS,n,2,288.91,1.19,N,2,0.7206044,21.610718,1.5906594,2.3010988,216.10165,
33.69775,-117.51173,367,0.46,0.64,3/2/2022,2000,N,VIIRS,h,2,309.32,25.22,D,0,0.9699451,20.117035,2.731868,3.1093407,198.57143,
33.70043,-117.507,367,0.45,0.63,3/2/2022,2141,N,VIIRS,h,2,340.27,244.99,D,0,0.9699451,20.117035,2.731868,3.1093407,198.57143,
33.85287,-118.33259,306.23,0.39,0.36,3/2/2023,939,N,VIIRS,n,2,285.77,1.44,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.0947,-117.53126,322,0.47,0.64,3/20/2015,853,N,VIIRS,n,2,286.46,2.69,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09361,-117.53111,320.81,0.43,0.62,3/20/2015,1033,N,VIIRS,n,2,285.48,1.64,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
33.99866,-118.23782,295.61,0.4,0.6,3/20/2015,1034,N,VIIRS,n,2,285.33,1.5,N,0,0.83983517,22.236542,2.025824,2.387912,186.12637,
34.09521,-117.5306,341.64,0.37,0.58,3/20/2015,2012,N,VIIRS,n,2,310.94,4.06,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.39329,-118.84532,367,0.43,0.62,3/20/2015,2013,N,VIIRS,h,2,298.61,8.69,D,0,1.0215935,21.518127,2.3923078,3.1217034,176.84616,
34.38937,-118.84174,338.45,0.47,0.64,3/20/2015,2153,N,VIIRS,n,2,299.19,7.76,D,0,1.0215935,21.518127,2.3923078,3.1217034,176.43681,
34.62228,-117.09877,306.49,0.44,0.38,3/20/2016,926,N,VIIRS,n,2,282.87,1.06,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.09404,-117.53416,306.97,0.35,0.57,3/20/2017,1021,N,VIIRS,n,2,279.7,1.13,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09571,-117.53478,332.19,0.45,0.63,3/20/2017,2000,N,VIIRS,n,2,298.71,3.12,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.32708,-118.89108,347.25,0.38,0.59,3/20/2017,2141,N,VIIRS,n,2,289.24,4.55,D,0,0.91585165,21.868134,2.0087912,3.0005496,176.43681,
34.09215,-117.53516,312.53,0.38,0.36,3/20/2018,937,N,VIIRS,n,2,271.9,1.29,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09468,-117.53613,336.08,0.39,0.37,3/20/2018,2056,N,VIIRS,n,2,304.8,2.94,D,2,1.1181319,24.10962,1.8876374,2.9648352,208.9945,
33.61254,-117.82332,305.6,0.4,0.37,3/20/2020,931,N,VIIRS,n,2,278.85,1.28,N,0,0.55173075,19.096436,1.5321429,2.6546702,208.01099,
34.60737,-117.3359,299.69,0.47,0.64,3/20/2021,846,N,VIIRS,n,2,277.08,0.38,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.60712,-117.3344,307.84,0.43,0.62,3/20/2021,1027,N,VIIRS,n,2,281.6,1.66,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.81911,-118.24428,300.93,0.39,0.36,3/20/2022,944,N,VIIRS,n,2,285.91,0.98,N,2,0.7206044,21.610718,1.5906594,2.3010988,216.10165,
34.15425,-118.19256,333,0.42,0.37,3/20/2022,2103,N,VIIRS,n,2,307.63,1.97,D,2,1.0561813,23.195343,2.454945,2.4376373,186.12637,
34.60785,-117.33574,303.06,0.62,0.54,3/20/2023,902,N,VIIRS,n,2,275.07,1.15,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.63154,-117.09862,317.07,0.38,0.36,3/20/2024,938,N,VIIRS,n,2,285.03,1.93,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.2883,-118.98753,333.8,0.38,0.36,3/20/2024,2057,N,VIIRS,n,2,302.15,1.94,D,0,0.86184067,21.612366,2.1684067,2.9376373,193.48352,
34.0368,-118.10621,295.89,0.44,0.46,3/21/2015,1015,N,VIIRS,n,2,284.68,0.58,N,2,1.0010989,23.170624,2.0967033,2.3821428,186.12637,
33.79412,-118.23403,295.55,0.56,0.51,3/21/2016,907,N,VIIRS,n,2,284.22,1.15,N,2,0.74436814,21.822815,1.4532967,2.418956,216.10165,
34.09276,-117.53395,295.52,0.76,0.77,3/21/2016,1047,N,VIIRS,n,2,269.1,1.34,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.60797,-117.33403,305.76,0.39,0.44,3/21/2017,1002,N,VIIRS,n,2,282.85,2.16,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.09375,-117.5302,327.96,0.52,0.42,3/21/2018,918,N,VIIRS,n,2,283.27,2.95,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
33.77752,-118.24011,296.79,0.56,0.43,3/21/2018,919,N,VIIRS,n,2,285.42,1.51,N,0,0.74436814,21.822815,1.4532967,2.418956,224.31044,
33.77497,-118.23106,295.06,0.78,0.78,3/21/2019,834,N,VIIRS,n,2,281.22,1.54,N,2,0.74436814,21.822815,1.4532967,2.418956,216.10165,
33.85393,-118.33251,297.58,0.53,0.5,3/21/2019,1015,N,VIIRS,n,2,285.54,0.88,N,0,0.70722526,21.214294,1.7609891,2.31511,224.31044,
33.8533,-118.33321,302.67,0.43,0.46,3/21/2021,1008,N,VIIRS,n,2,286.87,1.9,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.1534,-118.19584,314.89,0.47,0.4,3/21/2022,925,N,VIIRS,n,2,282.25,1.62,N,2,1.0561813,23.195343,2.454945,2.4376373,186.12637,
34.15361,-118.19548,307.36,0.55,0.43,3/21/2024,919,N,VIIRS,n,2,282.84,1.76,N,2,1.0561813,23.195343,2.454945,2.4376373,186.12637,
34.29164,-118.80084,302.69,0.4,0.37,3/22/2015,956,N,VIIRS,n,2,282.49,0.82,N,0,0.8606044,21.211548,2.2247252,3.1618133,176.43681,
33.77632,-118.22918,298.11,0.52,0.67,3/22/2016,848,N,VIIRS,n,2,284.69,0.81,N,2,0.74436814,21.822815,1.4532967,2.418956,216.10165,
34.33375,-118.52043,298.32,0.37,0.58,3/22/2016,1028,N,VIIRS,n,2,279.13,0.53,N,0,1.004478,21.653564,2.6324177,3.3162088,194.5467,
33.81898,-118.24252,299.28,0.39,0.6,3/22/2016,1029,N,VIIRS,n,2,286.71,1.15,N,2,0.7206044,21.610718,1.5906594,2.3010988,216.10165,
34.09476,-117.53208,328.96,0.43,0.38,3/22/2017,2103,N,VIIRS,n,2,297.95,2.75,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
33.85307,-118.33128,303.48,0.46,0.39,3/22/2019,956,N,VIIRS,n,2,287.36,1.64,N,0,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.33469,-118.51955,303.51,0.44,0.63,3/22/2020,853,N,VIIRS,n,2,274.71,0.8,N,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
34.60639,-117.33868,296.91,0.43,0.38,3/22/2021,949,N,VIIRS,n,2,276.87,1.39,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.71545,-117.71262,304.93,0.43,0.38,3/22/2021,950,N,VIIRS,n,2,280.6,1.25,N,2,0.81826925,21.389008,2.1343408,3.098901,198.63461,
34.61011,-117.33712,299.25,0.5,0.49,3/22/2022,906,N,VIIRS,n,2,279.18,2.22,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.60648,-117.33407,303.31,0.76,0.77,3/22/2022,1046,N,VIIRS,n,2,279.3,2.99,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.77564,-118.23071,296.8,0.72,0.76,3/22/2022,1047,N,VIIRS,n,2,284.72,1.3,N,2,0.74436814,21.822815,1.4532967,2.418956,216.10165,
33.7947,-117.47398,296.23,0.4,0.44,3/22/2023,1005,N,VIIRS,n,2,271.63,0.62,N,0,1.2206044,23.18985,1.8494506,3.046978,198.5055,
34.60849,-117.33989,303.52,0.61,0.53,3/22/2024,900,N,VIIRS,n,2,282.7,1.19,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.77779,-118.23832,300.31,0.34,0.56,3/22/2024,901,N,VIIRS,n,2,288.26,0.82,N,2,0.74436814,21.822815,1.4532967,2.418956,224.31044,
34.62112,-117.1019,297.73,0.66,0.73,3/22/2024,1040,N,VIIRS,n,2,280.97,1.63,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.82024,-118.24336,305.09,0.42,0.37,3/23/2015,937,N,VIIRS,n,2,290.16,1.62,N,2,0.7206044,21.610718,1.5906594,2.3010988,216.10165,
34.09204,-117.52954,332.35,0.38,0.36,3/23/2015,2056,N,VIIRS,n,2,300.28,3.08,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09281,-117.53208,329.82,0.47,0.48,3/23/2016,1010,N,VIIRS,n,2,284.86,3.28,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
33.85204,-118.33366,302.35,0.48,0.4,3/23/2017,925,N,VIIRS,n,2,287.13,1.77,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.38503,-118.8301,352.11,0.43,0.38,3/23/2017,2044,N,VIIRS,n,2,300.95,8.57,D,0,1.016456,21.581879,2.525824,3.098901,176.43681,
33.61394,-117.82187,302.3,0.35,0.57,3/23/2018,1021,N,VIIRS,n,2,282.88,0.59,N,0,0.73818684,20.778564,1.7054945,2.7414834,208.01099,
34.42902,-118.64278,301.71,0.39,0.37,3/23/2019,937,N,VIIRS,n,2,278.48,1.08,N,0,1.1335714,23.251923,2.337912,3.3513737,170.9066,
34.60555,-117.33783,296.88,0.71,0.75,3/23/2020,834,N,VIIRS,n,2,277.38,0.99,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.29085,-118.80209,313.21,0.44,0.38,3/23/2021,931,N,VIIRS,n,2,280,1.41,N,2,0.8606044,21.211548,2.2247252,3.1618133,176.43681,
34.60718,-117.3365,303.04,0.47,0.64,3/23/2022,847,N,VIIRS,n,2,282.58,1.95,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.77749,-118.2308,303.18,0.52,0.67,3/23/2022,848,N,VIIRS,n,2,288.03,1.58,N,0,0.74436814,21.822815,1.4532967,2.418956,216.10165,
34.60545,-117.33656,316.11,0.43,0.62,3/23/2022,1028,N,VIIRS,n,2,281.58,2.61,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.6088,-117.33747,303.29,0.39,0.36,3/23/2023,946,N,VIIRS,n,2,277.27,0.77,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.6098,-117.33685,310.76,0.36,0.57,3/23/2024,1022,N,VIIRS,n,2,282.19,1.69,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.09269,-117.52917,321.57,0.42,0.45,3/24/2015,918,N,VIIRS,n,2,284.25,1.58,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09523,-117.52877,334.1,0.51,0.41,3/24/2015,2037,N,VIIRS,n,2,305.52,2.6,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.62305,-117.1012,314.61,0.44,0.38,3/24/2016,951,N,VIIRS,n,2,282.26,1.87,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.09274,-117.53123,337.76,0.5,0.41,3/24/2016,2110,N,VIIRS,n,2,310.58,1.15,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.60944,-117.33765,305.82,0.51,0.49,3/24/2017,906,N,VIIRS,n,2,278.89,2.01,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.09598,-117.53104,315.89,0.76,0.77,3/24/2017,1046,N,VIIRS,n,2,278.87,3.56,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.40736,-118.7522,340.43,0.47,0.48,3/24/2017,2025,N,VIIRS,n,2,296.71,6.37,D,0,1.0023077,22.117859,2.2016482,3.2324176,170.9066,
33.85279,-118.33062,295.53,0.54,0.42,3/24/2018,1002,N,VIIRS,n,2,278.36,1.46,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.09413,-117.53037,312.58,0.52,0.42,3/24/2019,918,N,VIIRS,n,2,282.85,1.65,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
33.79326,-117.47543,300.54,0.51,0.41,3/24/2019,919,N,VIIRS,n,2,280.66,0.8,N,2,1.2206044,23.18985,1.8494506,3.046978,198.5055,
34.33433,-118.51987,332.2,0.48,0.4,3/24/2019,2038,N,VIIRS,n,2,301.44,4.39,D,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
34.60812,-117.33707,307.8,0.5,0.41,3/24/2020,956,N,VIIRS,n,2,279.55,2,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.33533,-118.51765,303.42,0.48,0.48,3/24/2021,912,N,VIIRS,n,2,279.61,1.72,N,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
34.50296,-117.61337,327.92,0.46,0.47,3/24/2022,1009,N,VIIRS,n,2,282.62,2.95,N,0,1.5068407,22.590393,0.67362636,4.6365385,197.04121,
34.60792,-117.3366,309.45,0.45,0.39,3/24/2023,927,N,VIIRS,n,2,277.64,1.4,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.04217,-117.57117,335.95,0.4,0.37,3/24/2023,2046,N,VIIRS,n,2,304.22,3.12,D,0,1.1181319,24.10962,1.8876374,2.9648352,208.9945,
34.15261,-118.19221,307.77,0.55,0.43,3/24/2024,1003,N,VIIRS,n,2,278.15,1.36,N,2,1.0561813,23.195343,2.454945,2.4376373,186.12637,
34.09602,-117.53029,301.35,0.38,0.59,3/25/2015,859,N,VIIRS,n,2,276.2,0.91,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09281,-117.52941,301.85,0.52,0.67,3/25/2015,1040,N,VIIRS,n,2,283.79,0.83,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
33.77377,-118.28691,367,0.34,0.56,3/25/2015,2019,N,VIIRS,h,2,305.64,13.98,D,0,0.6603022,20.926392,1.612912,2.456044,224.31044,
34.09585,-117.5312,320.33,0.4,0.37,3/25/2016,932,N,VIIRS,n,2,285.26,1.79,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09438,-117.52899,344.14,0.38,0.36,3/25/2016,2051,N,VIIRS,n,2,308.79,2.9,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
33.82043,-118.2415,297.74,0.4,0.6,3/25/2017,1027,N,VIIRS,n,2,285.54,1.27,N,2,0.7206044,21.610718,1.5906594,2.3010988,216.10165,
33.81962,-118.24323,302.31,0.39,0.36,3/25/2018,944,N,VIIRS,n,2,285.45,1.15,N,2,0.7206044,21.610718,1.5906594,2.3010988,216.10165,
34.4762,-117.39121,309.91,0.62,0.54,3/25/2019,859,N,VIIRS,n,2,277.66,1.79,N,0,1.391401,21.440948,1.1467034,4.2673078,198.82143,
34.09362,-117.52816,306.72,0.63,0.54,3/25/2019,900,N,VIIRS,n,2,282.64,2.01,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09506,-117.53168,297.48,0.63,0.72,3/25/2019,1040,N,VIIRS,n,2,281.74,1.34,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.60819,-117.33851,299.78,0.38,0.36,3/25/2020,937,N,VIIRS,n,2,279.99,1.07,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.85347,-118.33298,297.12,0.43,0.62,3/25/2021,853,N,VIIRS,n,2,277.47,0.93,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.60843,-117.33795,318.79,0.43,0.38,3/25/2022,950,N,VIIRS,n,2,285.31,2.04,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.85139,-118.33488,300.62,0.57,0.52,3/25/2023,908,N,VIIRS,n,2,283.66,2.18,N,0,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.60516,-117.33693,302.57,0.76,0.77,3/25/2023,1048,N,VIIRS,n,2,273.52,2.46,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.62248,-117.10093,314.79,0.4,0.37,3/25/2024,944,N,VIIRS,n,2,279.13,2.08,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.82006,-118.24359,306.53,0.39,0.36,3/25/2024,945,N,VIIRS,n,2,287.83,1.45,N,2,0.7206044,21.610718,1.5906594,2.3010988,216.10165,
34.07665,-117.49882,299.27,0.71,0.75,3/26/2015,840,N,VIIRS,n,2,286.67,1.01,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
33.81759,-118.24369,300.17,0.54,0.51,3/26/2015,1021,N,VIIRS,n,2,289.6,1.88,N,2,0.7206044,21.610718,1.5906594,2.3010988,216.10165,
33.71681,-117.71089,307.37,0.43,0.46,3/26/2016,913,N,VIIRS,n,2,283.41,1.24,N,2,0.81826925,21.389008,2.1343408,3.098901,198.63461,
34.62223,-117.09875,298.08,0.48,0.48,3/26/2017,1008,N,VIIRS,n,2,278.03,0.85,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.33697,-118.52013,298.53,0.41,0.45,3/26/2017,1009,N,VIIRS,n,2,277.41,0.76,N,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
34.09319,-117.52982,328.76,0.45,0.39,3/26/2018,925,N,VIIRS,n,2,280.79,3.51,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09611,-117.53649,338.51,0.4,0.37,3/26/2018,2044,N,VIIRS,n,2,302.76,2.2,D,2,1.1181319,24.10962,1.8876374,2.9648352,208.9945,
34.09266,-117.53091,322.57,0.35,0.57,3/26/2019,1021,N,VIIRS,n,2,281.93,1.89,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.24134,-117.66262,367,0.45,0.63,3/26/2019,2141,N,VIIRS,h,2,301.34,15.18,D,0,0.9181319,15.32666,4.1107144,3.7961538,199.21153,
33.85343,-118.33231,301.16,0.56,0.43,3/26/2020,918,N,VIIRS,n,2,286.94,1.65,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
33.61414,-117.82273,306.76,0.53,0.42,3/26/2020,919,N,VIIRS,n,2,279.96,1.08,N,0,0.73818684,20.778564,1.7054945,2.7414834,208.01099,
34.0942,-117.53143,335.57,0.44,0.39,3/26/2020,2038,N,VIIRS,n,2,300.9,3.56,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
33.85467,-118.33186,295.44,0.53,0.5,3/26/2021,1015,N,VIIRS,n,2,283.73,1.6,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.33601,-118.51856,312.52,0.43,0.38,3/26/2022,931,N,VIIRS,n,2,285.29,1.18,N,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
34.15431,-118.19267,311.79,0.42,0.37,3/26/2022,932,N,VIIRS,n,2,285.78,1.27,N,2,1.0561813,23.195343,2.454945,2.4376373,186.12637,
33.77802,-118.23566,337.49,0.39,0.36,3/26/2022,2051,N,VIIRS,l,2,309.13,21.01,D,0,0.74436814,21.822815,1.4532967,2.418956,216.10165,
33.85376,-118.33508,304.06,0.53,0.67,3/26/2023,849,N,VIIRS,n,2,286.07,1.26,N,0,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.60753,-117.33885,307.35,0.43,0.62,3/26/2023,1030,N,VIIRS,n,2,275.2,2.32,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.81942,-118.24553,299.5,0.47,0.4,3/26/2024,926,N,VIIRS,n,2,286.25,2.01,N,2,0.7206044,21.610718,1.5906594,2.3010988,216.10165,
34.27026,-117.2347,341.17,0.39,0.36,3/26/2024,2045,N,VIIRS,n,2,294.14,14.1,D,0,0.97085166,16.841217,6.0274725,3.7744505,200.17857,
34.62241,-117.10078,313.25,0.51,0.41,3/27/2015,1002,N,VIIRS,n,2,286.96,2.36,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.36992,-118.86967,298.37,0.47,0.64,3/27/2016,854,N,VIIRS,n,2,284.37,0.75,N,0,1.0526099,22.216492,2.562088,3.0346153,176.43681,
34.62137,-117.10122,299.7,0.53,0.67,3/27/2016,1034,N,VIIRS,n,2,281.54,1.18,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.72916,-118.15923,323.87,0.46,0.64,3/27/2016,1035,N,VIIRS,n,2,275.27,2.02,N,0,1.6188462,24.259064,1.0057693,4.3956046,187.72253,
34.6212,-117.10051,307.91,0.44,0.38,3/27/2017,950,N,VIIRS,n,2,282.41,1.46,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.09474,-117.5338,318.2,0.51,0.49,3/27/2018,906,N,VIIRS,n,2,281.39,2.34,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09494,-117.53175,313.74,0.76,0.77,3/27/2018,1046,N,VIIRS,n,2,279.7,3.07,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09338,-117.53036,339.36,0.41,0.45,3/27/2018,2025,N,VIIRS,n,2,304.81,3.52,D,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.60818,-117.33652,299.31,0.62,0.54,3/27/2020,859,N,VIIRS,n,2,274.81,1.69,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.8168,-118.24459,297.26,0.34,0.56,3/27/2020,900,N,VIIRS,n,2,282.19,0.97,N,2,0.7206044,21.610718,1.5906594,2.3010988,216.10165,
33.85408,-118.32916,295.95,0.59,0.7,3/27/2020,1040,N,VIIRS,n,2,281.45,0.71,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.60748,-117.33642,312.39,0.49,0.41,3/27/2021,956,N,VIIRS,n,2,280.07,2.09,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.62336,-117.10168,299.71,0.4,0.44,3/27/2022,912,N,VIIRS,n,2,284.1,0.98,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.09557,-117.39169,332.74,0.51,0.41,3/27/2022,2032,N,VIIRS,l,2,307.46,1.24,D,0,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.06277,-118.02945,323.9,0.44,0.46,3/27/2023,1011,N,VIIRS,n,2,278.28,2.3,N,0,1.0317582,23.434082,1.9604396,2.3821428,184.62912,
33.81718,-118.24384,296.55,0.55,0.51,3/27/2024,907,N,VIIRS,n,2,285.78,1.57,N,2,0.7206044,21.610718,1.5906594,2.3010988,216.10165,
34.60626,-117.33858,303.49,0.77,0.78,3/27/2024,1047,N,VIIRS,n,2,277.88,1.75,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.62111,-117.09965,317.82,0.38,0.36,3/28/2015,943,N,VIIRS,n,2,289.36,1.42,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.61915,-117.09894,295.3,0.59,0.53,3/28/2016,1016,N,VIIRS,n,2,280.46,1.16,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.0953,-117.53606,312.77,0.4,0.37,3/28/2017,931,N,VIIRS,n,2,283.23,1.58,N,2,1.1181319,24.10962,1.8876374,2.9648352,208.9945,
33.84932,-118.33434,342.08,0.39,0.36,3/28/2017,2050,N,VIIRS,n,2,309,6.01,D,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.09298,-117.53257,311.43,0.48,0.65,3/28/2018,847,N,VIIRS,n,2,275.24,1.35,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.09501,-117.53326,317.46,0.43,0.62,3/28/2018,1027,N,VIIRS,n,2,282.3,2.06,N,2,1.1671429,24.417603,1.7824175,3.1854396,208.9945,
34.21812,-117.70521,344.48,0.38,0.58,3/28/2018,2006,N,VIIRS,n,2,292.44,7.44,D,0,1.0062088,17.088745,3.5967033,3.8717034,199.21153,
34.62279,-117.10235,297.61,0.4,0.37,3/28/2019,943,N,VIIRS,n,2,279.99,0.89,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
33.81887,-118.24452,301.41,0.39,0.36,3/28/2019,944,N,VIIRS,n,2,286.86,1.23,N,2,0.7206044,21.610718,1.5906594,2.3010988,216.10165,
34.3123,-118.88042,333.91,0.4,0.37,3/28/2019,2103,N,VIIRS,n,2,296.95,2.22,D,0,0.91585165,21.868134,2.0087912,3.0005496,176.43681,
34.60637,-117.33766,312.68,0.35,0.57,3/28/2020,1021,N,VIIRS,n,2,276.63,2.19,N,2,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.62056,-117.10072,317.83,0.38,0.36,3/28/2021,937,N,VIIRS,n,2,284.05,2.02,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.60803,-117.33752,310.82,0.38,0.59,3/28/2022,854,N,VIIRS,n,2,284.82,0.93,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.60846,-117.3397,295.72,0.52,0.67,3/28/2022,1034,N,VIIRS,n,2,281.26,1.87,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
34.33481,-118.52084,319.06,0.4,0.37,3/28/2023,952,N,VIIRS,n,2,278.6,1.67,N,2,1.004478,21.653564,2.6324177,3.3162088,194.5467,
33.85293,-118.33371,302.44,0.52,0.67,3/28/2024,848,N,VIIRS,n,2,285.38,1.32,N,2,0.70722526,21.214294,1.7609891,2.31511,224.31044,
34.60978,-117.33574,309.27,0.44,0.62,3/28/2024,1028,N,VIIRS,n,2,280.14,2.01,N,0,1.5857692,23.445892,0.5857143,4.446978,200.95055,
